gap_id,registry_id,target_group,required_ctest_labels,evidence_artifacts,implementation_refs_required,closure_rule,status
SB-PUBLIC-GAP-0040,SB-SPEC-IMPLEMENTATION-0071,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0041,SB-SPEC-IMPLEMENTATION-0072,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0042,SB-SPEC-IMPLEMENTATION-0073,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0043,SB-SPEC-IMPLEMENTATION-0074,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0044,SB-SPEC-IMPLEMENTATION-0075,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0045,SB-SPEC-IMPLEMENTATION-0076,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0046,SB-SPEC-IMPLEMENTATION-0077,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0047,SB-SPEC-IMPLEMENTATION-0078,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0048,SB-SPEC-IMPLEMENTATION-0079,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0049,SB-SPEC-IMPLEMENTATION-0080,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0050,SB-SPEC-IMPLEMENTATION-0081,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0051,SB-SPEC-IMPLEMENTATION-0082,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0052,SB-SPEC-IMPLEMENTATION-0083,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0053,SB-SPEC-IMPLEMENTATION-0084,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0054,SB-SPEC-IMPLEMENTATION-0085,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0055,SB-SPEC-IMPLEMENTATION-0086,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0056,SB-SPEC-IMPLEMENTATION-0087,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0057,SB-SPEC-IMPLEMENTATION-0088,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0058,SB-SPEC-IMPLEMENTATION-0089,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0059,SB-SPEC-IMPLEMENTATION-0090,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0060,SB-SPEC-IMPLEMENTATION-0092,parser_v3_closure,parser_v3_management_syntax_gate;parser_profile_authority_gate;parser_v3_closure_gate;sblr_operation_matrix_gate;sblr_lowering_runtime_gate;trusted_udr_bridge_gate;parser_diagnostics_security_gate;parser_conformance_oracle_gate;parser_cache_invalidation_gate,artifacts/PARSER_PROFILE_CLOSURE_MODEL.md;artifacts/P1_PARSER_PROFILE_CLOSURE_EVIDENCE.md,project/src/parsers;project/src/engine/sblr;project/src/udr;project/tests/sbsql_parser_worker,Parser V3/profile target row is implemented in full with parser/SBLR/UDR/diagnostic/security/conformance gate evidence,implemented_in_full
SB-PUBLIC-GAP-0021,SB-SPEC-IMPLEMENTATION-0049,storage_page_filespace,storage_page_layout_gate;filespace_lifecycle_gate;cloud_storage_emulator_gate;database_lifecycle_tx_gate;foreign_filespace_quarantine_gate;storage_metrics_gate,artifacts/STORAGE_FORMAT_AND_PROVIDER_POLICY.md;artifacts/P2_STORAGE_LIFECYCLE_CLOSURE_EVIDENCE.md,project/src/storage;project/src/core/metrics;project/tests/database_lifecycle,Storage/page/filespace target row is implemented in full with format/provider/lifecycle/metrics gate evidence,implemented_in_full
SB-PUBLIC-GAP-0022,SB-SPEC-IMPLEMENTATION-0050,storage_page_filespace,storage_page_layout_gate;filespace_lifecycle_gate;cloud_storage_emulator_gate;database_lifecycle_tx_gate;foreign_filespace_quarantine_gate;storage_metrics_gate,artifacts/STORAGE_FORMAT_AND_PROVIDER_POLICY.md;artifacts/P2_STORAGE_LIFECYCLE_CLOSURE_EVIDENCE.md,project/src/storage;project/src/core/metrics;project/tests/database_lifecycle,Storage/page/filespace target row is implemented in full with format/provider/lifecycle/metrics gate evidence,implemented_in_full
SB-PUBLIC-GAP-0023,SB-SPEC-IMPLEMENTATION-0051,storage_page_filespace,storage_page_layout_gate;filespace_lifecycle_gate;cloud_storage_emulator_gate;database_lifecycle_tx_gate;foreign_filespace_quarantine_gate;storage_metrics_gate,artifacts/STORAGE_FORMAT_AND_PROVIDER_POLICY.md;artifacts/P2_STORAGE_LIFECYCLE_CLOSURE_EVIDENCE.md,project/src/storage;project/src/core/metrics;project/tests/database_lifecycle,Storage/page/filespace target row is implemented in full with format/provider/lifecycle/metrics gate evidence,implemented_in_full
SB-PUBLIC-GAP-0024,SB-SPEC-IMPLEMENTATION-0052,storage_page_filespace,storage_page_layout_gate;filespace_lifecycle_gate;cloud_storage_emulator_gate;database_lifecycle_tx_gate;foreign_filespace_quarantine_gate;storage_metrics_gate,artifacts/STORAGE_FORMAT_AND_PROVIDER_POLICY.md;artifacts/P2_STORAGE_LIFECYCLE_CLOSURE_EVIDENCE.md,project/src/storage;project/src/core/metrics;project/tests/database_lifecycle,Storage/page/filespace target row is implemented in full with format/provider/lifecycle/metrics gate evidence,implemented_in_full
SB-PUBLIC-GAP-0033,SB-SPEC-IMPLEMENTATION-0063,storage_page_filespace,storage_page_layout_gate;filespace_lifecycle_gate;cloud_storage_emulator_gate;database_lifecycle_tx_gate;foreign_filespace_quarantine_gate;storage_metrics_gate,artifacts/STORAGE_FORMAT_AND_PROVIDER_POLICY.md;artifacts/P2_STORAGE_LIFECYCLE_CLOSURE_EVIDENCE.md,project/src/storage;project/src/core/metrics;project/tests/database_lifecycle,Storage/page/filespace target row is implemented in full with format/provider/lifecycle/metrics gate evidence,implemented_in_full
SB-PUBLIC-GAP-0034,SB-SPEC-IMPLEMENTATION-0065,storage_page_filespace,storage_page_layout_gate;filespace_lifecycle_gate;cloud_storage_emulator_gate;database_lifecycle_tx_gate;foreign_filespace_quarantine_gate;storage_metrics_gate,artifacts/STORAGE_FORMAT_AND_PROVIDER_POLICY.md;artifacts/P2_STORAGE_LIFECYCLE_CLOSURE_EVIDENCE.md,project/src/storage;project/src/core/metrics;project/tests/database_lifecycle,Storage/page/filespace target row is implemented in full with format/provider/lifecycle/metrics gate evidence,implemented_in_full
SB-PUBLIC-GAP-0036,SB-SPEC-IMPLEMENTATION-0067,storage_page_filespace,storage_page_layout_gate;filespace_lifecycle_gate;cloud_storage_emulator_gate;database_lifecycle_tx_gate;foreign_filespace_quarantine_gate;storage_metrics_gate,artifacts/STORAGE_FORMAT_AND_PROVIDER_POLICY.md;artifacts/P2_STORAGE_LIFECYCLE_CLOSURE_EVIDENCE.md,project/src/storage;project/src/core/metrics;project/tests/database_lifecycle,Storage/page/filespace target row is implemented in full with format/provider/lifecycle/metrics gate evidence,implemented_in_full
SB-PUBLIC-GAP-0037,SB-SPEC-IMPLEMENTATION-0068,storage_page_filespace,storage_page_layout_gate;filespace_lifecycle_gate;cloud_storage_emulator_gate;database_lifecycle_tx_gate;foreign_filespace_quarantine_gate;storage_metrics_gate,artifacts/STORAGE_FORMAT_AND_PROVIDER_POLICY.md;artifacts/P2_STORAGE_LIFECYCLE_CLOSURE_EVIDENCE.md,project/src/storage;project/src/core/metrics;project/tests/database_lifecycle,Storage/page/filespace target row is implemented in full with format/provider/lifecycle/metrics gate evidence,implemented_in_full
SB-PUBLIC-GAP-0145,SB-SPEC-IMPLEMENTATION-0188,datatype_index_execution,datatype_commercial_closure_gate;numeric_128_backend_gate;cast_comparison_gate;domain_method_binding_gate;index_catalog_ddl_gate;index_family_matrix_gate;insert_update_write_profile_gate;index_metrics_gate,artifacts/DATATYPE_INDEX_EXECUTION_CLOSURE_MODEL.md;artifacts/P3_DATATYPE_INDEX_EXECUTION_CLOSURE_EVIDENCE.md,project/src/core/datatypes;project/src/core/index;project/src/engine/executor;project/tests,Datatype/index target row is implemented in full with numeric/cast/domain/index/write-profile gate evidence,implemented_in_full
SB-PUBLIC-GAP-0146,SB-SPEC-IMPLEMENTATION-0190,datatype_index_execution,datatype_commercial_closure_gate;numeric_128_backend_gate;cast_comparison_gate;domain_method_binding_gate;index_catalog_ddl_gate;index_family_matrix_gate;insert_update_write_profile_gate;index_metrics_gate,artifacts/DATATYPE_INDEX_EXECUTION_CLOSURE_MODEL.md;artifacts/P3_DATATYPE_INDEX_EXECUTION_CLOSURE_EVIDENCE.md,project/src/core/datatypes;project/src/core/index;project/src/engine/executor;project/tests,Datatype/index target row is implemented in full with numeric/cast/domain/index/write-profile gate evidence,implemented_in_full
SB-PUBLIC-GAP-0147,SB-SPEC-IMPLEMENTATION-0191,datatype_index_execution,datatype_commercial_closure_gate;numeric_128_backend_gate;cast_comparison_gate;domain_method_binding_gate;index_catalog_ddl_gate;index_family_matrix_gate;insert_update_write_profile_gate;index_metrics_gate,artifacts/DATATYPE_INDEX_EXECUTION_CLOSURE_MODEL.md;artifacts/P3_DATATYPE_INDEX_EXECUTION_CLOSURE_EVIDENCE.md,project/src/core/datatypes;project/src/core/index;project/src/engine/executor;project/tests,Datatype/index target row is implemented in full with numeric/cast/domain/index/write-profile gate evidence,implemented_in_full
SB-PUBLIC-GAP-0148,SB-SPEC-IMPLEMENTATION-0192,datatype_index_execution,datatype_commercial_closure_gate;numeric_128_backend_gate;cast_comparison_gate;domain_method_binding_gate;index_catalog_ddl_gate;index_family_matrix_gate;insert_update_write_profile_gate;index_metrics_gate,artifacts/DATATYPE_INDEX_EXECUTION_CLOSURE_MODEL.md;artifacts/P3_DATATYPE_INDEX_EXECUTION_CLOSURE_EVIDENCE.md,project/src/core/datatypes;project/src/core/index;project/src/engine/executor;project/tests,Datatype/index target row is implemented in full with numeric/cast/domain/index/write-profile gate evidence,implemented_in_full
SB-PUBLIC-GAP-0149,SB-SPEC-IMPLEMENTATION-0193,datatype_index_execution,datatype_commercial_closure_gate;numeric_128_backend_gate;cast_comparison_gate;domain_method_binding_gate;index_catalog_ddl_gate;index_family_matrix_gate;insert_update_write_profile_gate;index_metrics_gate,artifacts/DATATYPE_INDEX_EXECUTION_CLOSURE_MODEL.md;artifacts/P3_DATATYPE_INDEX_EXECUTION_CLOSURE_EVIDENCE.md,project/src/core/datatypes;project/src/core/index;project/src/engine/executor;project/tests,Datatype/index target row is implemented in full with numeric/cast/domain/index/write-profile gate evidence,implemented_in_full
SB-PUBLIC-GAP-0150,SB-SPEC-IMPLEMENTATION-0194,datatype_index_execution,datatype_commercial_closure_gate;numeric_128_backend_gate;cast_comparison_gate;domain_method_binding_gate;index_catalog_ddl_gate;index_family_matrix_gate;insert_update_write_profile_gate;index_metrics_gate,artifacts/DATATYPE_INDEX_EXECUTION_CLOSURE_MODEL.md;artifacts/P3_DATATYPE_INDEX_EXECUTION_CLOSURE_EVIDENCE.md,project/src/core/datatypes;project/src/core/index;project/src/engine/executor;project/tests,Datatype/index target row is implemented in full with numeric/cast/domain/index/write-profile gate evidence,implemented_in_full
SB-PUBLIC-GAP-0151,SB-SPEC-IMPLEMENTATION-0196,datatype_index_execution,datatype_commercial_closure_gate;numeric_128_backend_gate;cast_comparison_gate;domain_method_binding_gate;index_catalog_ddl_gate;index_family_matrix_gate;insert_update_write_profile_gate;index_metrics_gate,artifacts/DATATYPE_INDEX_EXECUTION_CLOSURE_MODEL.md;artifacts/P3_DATATYPE_INDEX_EXECUTION_CLOSURE_EVIDENCE.md,project/src/core/datatypes;project/src/core/index;project/src/engine/executor;project/tests,Datatype/index target row is implemented in full with numeric/cast/domain/index/write-profile gate evidence,implemented_in_full
SB-PUBLIC-GAP-0152,SB-SPEC-IMPLEMENTATION-0198,datatype_index_execution,datatype_commercial_closure_gate;numeric_128_backend_gate;cast_comparison_gate;domain_method_binding_gate;index_catalog_ddl_gate;index_family_matrix_gate;insert_update_write_profile_gate;index_metrics_gate,artifacts/DATATYPE_INDEX_EXECUTION_CLOSURE_MODEL.md;artifacts/P3_DATATYPE_INDEX_EXECUTION_CLOSURE_EVIDENCE.md,project/src/core/datatypes;project/src/core/index;project/src/engine/executor;project/tests,Datatype/index target row is implemented in full with numeric/cast/domain/index/write-profile gate evidence,implemented_in_full
SB-PUBLIC-GAP-0153,SB-SPEC-IMPLEMENTATION-0201,datatype_index_execution,datatype_commercial_closure_gate;numeric_128_backend_gate;cast_comparison_gate;domain_method_binding_gate;index_catalog_ddl_gate;index_family_matrix_gate;insert_update_write_profile_gate;index_metrics_gate,artifacts/DATATYPE_INDEX_EXECUTION_CLOSURE_MODEL.md;artifacts/P3_DATATYPE_INDEX_EXECUTION_CLOSURE_EVIDENCE.md,project/src/core/datatypes;project/src/core/index;project/src/engine/executor;project/tests,Datatype/index target row is implemented in full with numeric/cast/domain/index/write-profile gate evidence,implemented_in_full
SB-PUBLIC-GAP-0154,SB-SPEC-IMPLEMENTATION-0202,datatype_index_execution,datatype_commercial_closure_gate;numeric_128_backend_gate;cast_comparison_gate;domain_method_binding_gate;index_catalog_ddl_gate;index_family_matrix_gate;insert_update_write_profile_gate;index_metrics_gate,artifacts/DATATYPE_INDEX_EXECUTION_CLOSURE_MODEL.md;artifacts/P3_DATATYPE_INDEX_EXECUTION_CLOSURE_EVIDENCE.md,project/src/core/datatypes;project/src/core/index;project/src/engine/executor;project/tests,Datatype/index target row is implemented in full with numeric/cast/domain/index/write-profile gate evidence,implemented_in_full
SB-PUBLIC-GAP-0155,SB-SPEC-IMPLEMENTATION-0203,datatype_index_execution,datatype_commercial_closure_gate;numeric_128_backend_gate;cast_comparison_gate;domain_method_binding_gate;index_catalog_ddl_gate;index_family_matrix_gate;insert_update_write_profile_gate;index_metrics_gate,artifacts/DATATYPE_INDEX_EXECUTION_CLOSURE_MODEL.md;artifacts/P3_DATATYPE_INDEX_EXECUTION_CLOSURE_EVIDENCE.md,project/src/core/datatypes;project/src/core/index;project/src/engine/executor;project/tests,Datatype/index target row is implemented in full with numeric/cast/domain/index/write-profile gate evidence,implemented_in_full
SB-PUBLIC-GAP-0156,SB-SPEC-IMPLEMENTATION-0205,datatype_index_execution,datatype_commercial_closure_gate;numeric_128_backend_gate;cast_comparison_gate;domain_method_binding_gate;index_catalog_ddl_gate;index_family_matrix_gate;insert_update_write_profile_gate;index_metrics_gate,artifacts/DATATYPE_INDEX_EXECUTION_CLOSURE_MODEL.md;artifacts/P3_DATATYPE_INDEX_EXECUTION_CLOSURE_EVIDENCE.md,project/src/core/datatypes;project/src/core/index;project/src/engine/executor;project/tests,Datatype/index target row is implemented in full with numeric/cast/domain/index/write-profile gate evidence,implemented_in_full
SB-PUBLIC-GAP-0157,SB-SPEC-IMPLEMENTATION-0206,datatype_index_execution,datatype_commercial_closure_gate;numeric_128_backend_gate;cast_comparison_gate;domain_method_binding_gate;index_catalog_ddl_gate;index_family_matrix_gate;insert_update_write_profile_gate;index_metrics_gate,artifacts/DATATYPE_INDEX_EXECUTION_CLOSURE_MODEL.md;artifacts/P3_DATATYPE_INDEX_EXECUTION_CLOSURE_EVIDENCE.md,project/src/core/datatypes;project/src/core/index;project/src/engine/executor;project/tests,Datatype/index target row is implemented in full with numeric/cast/domain/index/write-profile gate evidence,implemented_in_full
