gap_id,registry_id,target_group,required_ctest_labels,evidence_artifacts,implementation_refs_required,closure_rule,status
SB-PUBLIC-GAP-0158,SB-SPEC-IMPLEMENTATION-0209,datatype_index_execution,datatype_commercial_closure_gate;numeric_128_backend_gate;cast_comparison_gate;domain_method_binding_gate;index_catalog_ddl_gate;index_family_matrix_gate;insert_update_write_profile_gate;index_metrics_gate,artifacts/DATATYPE_INDEX_EXECUTION_CLOSURE_MODEL.md;artifacts/P3_DATATYPE_INDEX_EXECUTION_CLOSURE_EVIDENCE.md,project/src/core/datatypes;project/src/core/index;project/src/engine/executor;project/tests,Datatype/index target row is implemented in full with numeric/cast/domain/index/write-profile gate evidence,implemented_in_full
SB-PUBLIC-GAP-0061,SB-SPEC-IMPLEMENTATION-0094,security_auth_audit,security_auth_gate;authorization_privilege_gate;audit_event_gate;encryption_at_rest_gate;security_policy_gate;auth_plugin_manifest_gate;tls_regression_gate,artifacts/SECURITY_AUTH_AUDIT_CLOSURE_MODEL.md;artifacts/P4_SECURITY_AUTH_AUDIT_CLOSURE_EVIDENCE.md,project/src/engine/internal_api/security;project/src/storage;project/tests,Security/auth/audit target row is implemented in full or retained as closed TLS regression with passing gate evidence,implemented_in_full
SB-PUBLIC-GAP-0062,SB-SPEC-IMPLEMENTATION-0095,security_auth_audit,security_auth_gate;authorization_privilege_gate;audit_event_gate;encryption_at_rest_gate;security_policy_gate;auth_plugin_manifest_gate;tls_regression_gate,artifacts/SECURITY_AUTH_AUDIT_CLOSURE_MODEL.md;artifacts/P4_SECURITY_AUTH_AUDIT_CLOSURE_EVIDENCE.md,project/src/engine/internal_api/security;project/src/storage;project/tests,Security/auth/audit target row is implemented in full or retained as closed TLS regression with passing gate evidence,implemented_in_full
SB-PUBLIC-GAP-0063,SB-SPEC-IMPLEMENTATION-0096,security_auth_audit,security_auth_gate;authorization_privilege_gate;audit_event_gate;encryption_at_rest_gate;security_policy_gate;auth_plugin_manifest_gate;tls_regression_gate,artifacts/SECURITY_AUTH_AUDIT_CLOSURE_MODEL.md;artifacts/P4_SECURITY_AUTH_AUDIT_CLOSURE_EVIDENCE.md,project/src/engine/internal_api/security;project/src/storage;project/tests,Security/auth/audit target row is implemented in full or retained as closed TLS regression with passing gate evidence,implemented_in_full
SB-PUBLIC-GAP-0064,SB-SPEC-IMPLEMENTATION-0097,security_auth_audit,security_auth_gate;authorization_privilege_gate;audit_event_gate;encryption_at_rest_gate;security_policy_gate;auth_plugin_manifest_gate;tls_regression_gate,artifacts/SECURITY_AUTH_AUDIT_CLOSURE_MODEL.md;artifacts/P4_SECURITY_AUTH_AUDIT_CLOSURE_EVIDENCE.md,project/src/engine/internal_api/security;project/src/storage;project/tests,Security/auth/audit target row is implemented in full or retained as closed TLS regression with passing gate evidence,implemented_in_full
SB-PUBLIC-GAP-0065,SB-SPEC-IMPLEMENTATION-0098,security_auth_audit,security_auth_gate;authorization_privilege_gate;audit_event_gate;encryption_at_rest_gate;security_policy_gate;auth_plugin_manifest_gate;tls_regression_gate,artifacts/SECURITY_AUTH_AUDIT_CLOSURE_MODEL.md;artifacts/P4_SECURITY_AUTH_AUDIT_CLOSURE_EVIDENCE.md,project/src/engine/internal_api/security;project/src/storage;project/tests,Security/auth/audit target row is implemented in full or retained as closed TLS regression with passing gate evidence,implemented_in_full
SB-PUBLIC-GAP-0066,SB-SPEC-IMPLEMENTATION-0099,security_auth_audit,security_auth_gate;authorization_privilege_gate;audit_event_gate;encryption_at_rest_gate;security_policy_gate;auth_plugin_manifest_gate;tls_regression_gate,artifacts/SECURITY_AUTH_AUDIT_CLOSURE_MODEL.md;artifacts/P4_SECURITY_AUTH_AUDIT_CLOSURE_EVIDENCE.md,project/src/engine/internal_api/security;project/src/storage;project/tests,Security/auth/audit target row is implemented in full or retained as closed TLS regression with passing gate evidence,implemented_in_full
SB-PUBLIC-GAP-0067,SB-SPEC-IMPLEMENTATION-0100,security_auth_audit,security_auth_gate;authorization_privilege_gate;audit_event_gate;encryption_at_rest_gate;security_policy_gate;auth_plugin_manifest_gate;tls_regression_gate,artifacts/SECURITY_AUTH_AUDIT_CLOSURE_MODEL.md;artifacts/P4_SECURITY_AUTH_AUDIT_CLOSURE_EVIDENCE.md,project/src/engine/internal_api/security;project/src/storage;project/tests,Security/auth/audit target row is implemented in full or retained as closed TLS regression with passing gate evidence,implemented_in_full
SB-PUBLIC-GAP-0068,SB-SPEC-IMPLEMENTATION-0101,security_auth_audit,security_auth_gate;authorization_privilege_gate;audit_event_gate;encryption_at_rest_gate;security_policy_gate;auth_plugin_manifest_gate;tls_regression_gate,artifacts/SECURITY_AUTH_AUDIT_CLOSURE_MODEL.md;artifacts/P4_SECURITY_AUTH_AUDIT_CLOSURE_EVIDENCE.md,project/src/engine/internal_api/security;project/src/storage;project/tests,Security/auth/audit target row is implemented in full or retained as closed TLS regression with passing gate evidence,implemented_in_full
SB-PUBLIC-GAP-0069,SB-SPEC-IMPLEMENTATION-0103,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0070,SB-SPEC-IMPLEMENTATION-0104,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0071,SB-SPEC-IMPLEMENTATION-0105,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0072,SB-SPEC-IMPLEMENTATION-0106,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0073,SB-SPEC-IMPLEMENTATION-0107,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0074,SB-SPEC-IMPLEMENTATION-0108,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0075,SB-SPEC-IMPLEMENTATION-0109,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0076,SB-SPEC-IMPLEMENTATION-0112,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0077,SB-SPEC-IMPLEMENTATION-0114,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0078,SB-SPEC-IMPLEMENTATION-0115,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0079,SB-SPEC-IMPLEMENTATION-0116,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0080,SB-SPEC-IMPLEMENTATION-0117,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0081,SB-SPEC-IMPLEMENTATION-0118,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0082,SB-SPEC-IMPLEMENTATION-0119,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0083,SB-SPEC-IMPLEMENTATION-0120,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0084,SB-SPEC-IMPLEMENTATION-0121,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0085,SB-SPEC-IMPLEMENTATION-0122,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0086,SB-SPEC-IMPLEMENTATION-0123,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0087,SB-SPEC-IMPLEMENTATION-0124,wire_driver_operational,server_lifecycle_gate;listener_sbct_pool_gate;local_ipc_gate;sbwp_wire_gate;driver_package_manifest_gate;driver_lane_ctest_gate;driver_tool_adaptor_gate;routing_reconnect_finality_gate,artifacts/WIRE_DRIVER_OPERATIONAL_CLOSURE_MODEL.md;artifacts/P5_WIRE_DRIVER_OPERATIONAL_CLOSURE_EVIDENCE.md,project/src/server;project/src/listener;project/src/ipc;project/src/wire;project/drivers;project/tests,Wire/driver target row is implemented in full with server/listener/IPC/SBWP/driver lane gate evidence,implemented_in_full
SB-PUBLIC-GAP-0089,SB-SPEC-IMPLEMENTATION-0126,reference_compatibility,reference_core_framework_gate;reference_seed_gate;reference_datatype_gate;reference_index_translation_gate;reference_diagnostic_rendering_gate;reference_metadata_overlay_gate;reference_migration_cdc_gate;reference_sandbox_bridge_gate;reference_release_regression_gate;reference_original_regression_gate;reference_relational_family_gate;reference_analytic_family_gate;reference_nosql_family_gate;reference_distributed_family_gate;reference_capability_reference_gate,artifacts/REFERENCE_REGRESSION_POLICY.md;artifacts/P6_REFERENCE_COMPATIBILITY_CLOSURE_EVIDENCE.md,project/src/parsers/compatibility;project/src/udr;project/tests/reference_regression;docs/reference/reference_catalog_seeds,Reference target row is implemented in full with reference-core/family/original-regression or capability-reference refusal gate evidence,implemented_in_full
SB-PUBLIC-GAP-0090,SB-SPEC-IMPLEMENTATION-0127,reference_compatibility,reference_core_framework_gate;reference_seed_gate;reference_datatype_gate;reference_index_translation_gate;reference_diagnostic_rendering_gate;reference_metadata_overlay_gate;reference_migration_cdc_gate;reference_sandbox_bridge_gate;reference_release_regression_gate;reference_original_regression_gate;reference_relational_family_gate;reference_analytic_family_gate;reference_nosql_family_gate;reference_distributed_family_gate;reference_capability_reference_gate,artifacts/REFERENCE_REGRESSION_POLICY.md;artifacts/P6_REFERENCE_COMPATIBILITY_CLOSURE_EVIDENCE.md,project/src/parsers/compatibility;project/src/udr;project/tests/reference_regression;docs/reference/reference_catalog_seeds,Reference target row is implemented in full with reference-core/family/original-regression or capability-reference refusal gate evidence,implemented_in_full
SB-PUBLIC-GAP-0091,SB-SPEC-IMPLEMENTATION-0128,reference_compatibility,reference_core_framework_gate;reference_seed_gate;reference_datatype_gate;reference_index_translation_gate;reference_diagnostic_rendering_gate;reference_metadata_overlay_gate;reference_migration_cdc_gate;reference_sandbox_bridge_gate;reference_release_regression_gate;reference_original_regression_gate;reference_relational_family_gate;reference_analytic_family_gate;reference_nosql_family_gate;reference_distributed_family_gate;reference_capability_reference_gate,artifacts/REFERENCE_REGRESSION_POLICY.md;artifacts/P6_REFERENCE_COMPATIBILITY_CLOSURE_EVIDENCE.md,project/src/parsers/compatibility;project/src/udr;project/tests/reference_regression;docs/reference/reference_catalog_seeds,Reference target row is implemented in full with reference-core/family/original-regression or capability-reference refusal gate evidence,implemented_in_full
SB-PUBLIC-GAP-0092,SB-SPEC-IMPLEMENTATION-0129,reference_compatibility,reference_core_framework_gate;reference_seed_gate;reference_datatype_gate;reference_index_translation_gate;reference_diagnostic_rendering_gate;reference_metadata_overlay_gate;reference_migration_cdc_gate;reference_sandbox_bridge_gate;reference_release_regression_gate;reference_original_regression_gate;reference_relational_family_gate;reference_analytic_family_gate;reference_nosql_family_gate;reference_distributed_family_gate;reference_capability_reference_gate,artifacts/REFERENCE_REGRESSION_POLICY.md;artifacts/P6_REFERENCE_COMPATIBILITY_CLOSURE_EVIDENCE.md,project/src/parsers/compatibility;project/src/udr;project/tests/reference_regression;docs/reference/reference_catalog_seeds,Reference target row is implemented in full with reference-core/family/original-regression or capability-reference refusal gate evidence,implemented_in_full
SB-PUBLIC-GAP-0093,SB-SPEC-IMPLEMENTATION-0130,reference_compatibility,reference_core_framework_gate;reference_seed_gate;reference_datatype_gate;reference_index_translation_gate;reference_diagnostic_rendering_gate;reference_metadata_overlay_gate;reference_migration_cdc_gate;reference_sandbox_bridge_gate;reference_release_regression_gate;reference_original_regression_gate;reference_relational_family_gate;reference_analytic_family_gate;reference_nosql_family_gate;reference_distributed_family_gate;reference_capability_reference_gate,artifacts/REFERENCE_REGRESSION_POLICY.md;artifacts/P6_REFERENCE_COMPATIBILITY_CLOSURE_EVIDENCE.md,project/src/parsers/compatibility;project/src/udr;project/tests/reference_regression;docs/reference/reference_catalog_seeds,Reference target row is implemented in full with reference-core/family/original-regression or capability-reference refusal gate evidence,implemented_in_full
SB-PUBLIC-GAP-0094,SB-SPEC-IMPLEMENTATION-0131,reference_compatibility,reference_core_framework_gate;reference_seed_gate;reference_datatype_gate;reference_index_translation_gate;reference_diagnostic_rendering_gate;reference_metadata_overlay_gate;reference_migration_cdc_gate;reference_sandbox_bridge_gate;reference_release_regression_gate;reference_original_regression_gate;reference_relational_family_gate;reference_analytic_family_gate;reference_nosql_family_gate;reference_distributed_family_gate;reference_capability_reference_gate,artifacts/REFERENCE_REGRESSION_POLICY.md;artifacts/P6_REFERENCE_COMPATIBILITY_CLOSURE_EVIDENCE.md,project/src/parsers/compatibility;project/src/udr;project/tests/reference_regression;docs/reference/reference_catalog_seeds,Reference target row is implemented in full with reference-core/family/original-regression or capability-reference refusal gate evidence,implemented_in_full
SB-PUBLIC-GAP-0095,SB-SPEC-IMPLEMENTATION-0132,reference_compatibility,reference_core_framework_gate;reference_seed_gate;reference_datatype_gate;reference_index_translation_gate;reference_diagnostic_rendering_gate;reference_metadata_overlay_gate;reference_migration_cdc_gate;reference_sandbox_bridge_gate;reference_release_regression_gate;reference_original_regression_gate;reference_relational_family_gate;reference_analytic_family_gate;reference_nosql_family_gate;reference_distributed_family_gate;reference_capability_reference_gate,artifacts/REFERENCE_REGRESSION_POLICY.md;artifacts/P6_REFERENCE_COMPATIBILITY_CLOSURE_EVIDENCE.md,project/src/parsers/compatibility;project/src/udr;project/tests/reference_regression;docs/reference/reference_catalog_seeds,Reference target row is implemented in full with reference-core/family/original-regression or capability-reference refusal gate evidence,implemented_in_full
SB-PUBLIC-GAP-0096,SB-SPEC-IMPLEMENTATION-0133,reference_compatibility,reference_core_framework_gate;reference_seed_gate;reference_datatype_gate;reference_index_translation_gate;reference_diagnostic_rendering_gate;reference_metadata_overlay_gate;reference_migration_cdc_gate;reference_sandbox_bridge_gate;reference_release_regression_gate;reference_original_regression_gate;reference_relational_family_gate;reference_analytic_family_gate;reference_nosql_family_gate;reference_distributed_family_gate;reference_capability_reference_gate,artifacts/REFERENCE_REGRESSION_POLICY.md;artifacts/P6_REFERENCE_COMPATIBILITY_CLOSURE_EVIDENCE.md,project/src/parsers/compatibility;project/src/udr;project/tests/reference_regression;docs/reference/reference_catalog_seeds,Reference target row is implemented in full with reference-core/family/original-regression or capability-reference refusal gate evidence,implemented_in_full
SB-PUBLIC-GAP-0097,SB-SPEC-IMPLEMENTATION-0134,reference_compatibility,reference_core_framework_gate;reference_seed_gate;reference_datatype_gate;reference_index_translation_gate;reference_diagnostic_rendering_gate;reference_metadata_overlay_gate;reference_migration_cdc_gate;reference_sandbox_bridge_gate;reference_release_regression_gate;reference_original_regression_gate;reference_relational_family_gate;reference_analytic_family_gate;reference_nosql_family_gate;reference_distributed_family_gate;reference_capability_reference_gate,artifacts/REFERENCE_REGRESSION_POLICY.md;artifacts/P6_REFERENCE_COMPATIBILITY_CLOSURE_EVIDENCE.md,project/src/parsers/compatibility;project/src/udr;project/tests/reference_regression;docs/reference/reference_catalog_seeds,Reference target row is implemented in full with reference-core/family/original-regression or capability-reference refusal gate evidence,implemented_in_full
SB-PUBLIC-GAP-0098,SB-SPEC-IMPLEMENTATION-0135,reference_compatibility,reference_core_framework_gate;reference_seed_gate;reference_datatype_gate;reference_index_translation_gate;reference_diagnostic_rendering_gate;reference_metadata_overlay_gate;reference_migration_cdc_gate;reference_sandbox_bridge_gate;reference_release_regression_gate;reference_original_regression_gate;reference_relational_family_gate;reference_analytic_family_gate;reference_nosql_family_gate;reference_distributed_family_gate;reference_capability_reference_gate,artifacts/REFERENCE_REGRESSION_POLICY.md;artifacts/P6_REFERENCE_COMPATIBILITY_CLOSURE_EVIDENCE.md,project/src/parsers/compatibility;project/src/udr;project/tests/reference_regression;docs/reference/reference_catalog_seeds,Reference target row is implemented in full with reference-core/family/original-regression or capability-reference refusal gate evidence,implemented_in_full
SB-PUBLIC-GAP-0099,SB-SPEC-IMPLEMENTATION-0136,reference_compatibility,reference_core_framework_gate;reference_seed_gate;reference_datatype_gate;reference_index_translation_gate;reference_diagnostic_rendering_gate;reference_metadata_overlay_gate;reference_migration_cdc_gate;reference_sandbox_bridge_gate;reference_release_regression_gate;reference_original_regression_gate;reference_relational_family_gate;reference_analytic_family_gate;reference_nosql_family_gate;reference_distributed_family_gate;reference_capability_reference_gate,artifacts/REFERENCE_REGRESSION_POLICY.md;artifacts/P6_REFERENCE_COMPATIBILITY_CLOSURE_EVIDENCE.md,project/src/parsers/compatibility;project/src/udr;project/tests/reference_regression;docs/reference/reference_catalog_seeds,Reference target row is implemented in full with reference-core/family/original-regression or capability-reference refusal gate evidence,implemented_in_full
